id,txt,class
8414,pakistan ko ab koi nahi bolga india may ho ta hangama kart,negative
8415,muslim ke saath hi debate kyu karwati hai ye anker pinaz tyagi,negative
8416,namaj sadak pe hoti hai masjido kya hota hai masjid visfotak rakhne hlala karne k liye hai,negative
8417,hamari namaz time ki h agr aap ki pooja bhi jitni time ki h kariye shauk kariye aur karna bhi chahiye hum muslim ki wjh aap ko apne pooja ki yaad aai,negative
8418,,negative
8419,ye mulla expose ho gya h aur apni haar se ghabraya hua h,negative
8420,bilkul muslim ke bap hindu hi,negative
8421,ye jihaadi hai jilaani nhi fact pe aate hi jaise mullo ki aukaat dikh jati hai,negative
8422,ye mulla mohammed kaa hi sunath pe challa rahaa hain ye darr pok mullaa aur kullaa,negative
8423,namaaj must allowed public place ye log namaaj padhe ya na padhe road block karne ki permission nahin di jaani chahiye,negative
8424,katai jahaliyat ko follow karte hai jihaadi,negative
8425,mother chodo jagah dede fir namaz kan hindu bhi ganesh puja n sabhi puja raste dj baja ka trafic karta h wo,negative
8426,suwar se sampark karne se ehi hal hoto khud jahannami dusro ko v jahannam le jata,negative
8427,tumhara baap bhi hindu tha,negative
8428,sameer point ye maulana bhi phat gaya jabab nahi hai,negative
8429,owasi la ancestor ka naam kishan lal tha wo hindu jai shree ram,negative
8430,vo din dur nhi jab masjid bharat se juda ho jayenge,negative
8431,dunya min sabse pahle hazrat aadam alaihissalam aaye hin musalman hindu ke purwaj ho balke sabhi mazhab ke purwaj musalman hee hin,negative
8432,muslman hi nahi sabke purvaj hindu hi hai,negative
8433,,negative
8434,gobar hindu bindu khatha hai naki musalman,negative
8435,,negative
8436,ye jute khor hoti hai bad aqal hain ye sab rss ka agenda hai aur ye loge rss wale phele hindu ladko ko urdu arbi sikhate hai hindu ko muslim bana ke muslim ladkiyo ko jaal phasa rhe hain,negative
8437,,negative
8438,mule ke pa koi javab nahi hai kyuki galat chijo ko kasie sahi karege,negative
8439,hindu aur musalman ka jab dna ek hi hai sab musalmani hue dna ek hone ka kya matlab hai,negative
8440,dharm hi janwar ko tarah shiksha deta hay community ke log paydaisi terrorist hay ban oh india,negative
8441,script wala debate hai guy maulana vi bikka hai sameer vi ba yaha pe ek muslim ko badnam kya ja rha ex muslim ko barhawa diya ja rha,negative
8442,kuch nehi kaheta sirf gaali deta,negative
8443,bhai agar musalmano k purvaj hindu ye badi bezzati hogai k vo hindu pita k baad bhi muslim dhrm kyon apnaya bhai bezzati kra rhe ho apni hi kuch nahi,negative
8444,musalmano ko india gai ke naam par mara ja raha hai masjido ko tora ja raha hai hindu ku safe rahega muslim country,negative
8445,abe sale muharram talwar kyu rhta hai,negative
8446,,negative
8447,kya ab apne mandir jake hospital jana chid diya apke sare problem solve ho gaye matlab kuch bhi saf saf dikhta jhoot bol rahi ho study konsa kiya apne jara hume bhi batao karto ti aise pagalo jaise bate na karto apko nabbel quereshi jaisa study karna chahiye tha unki testimony jake dekho islam se christian convert ho gaye aise hi nahi hue,negative
8448,,negative
8449,,negative
8450,,negative
8451,hmari qom ki khatoon sudhar jaye allah inko sudharega jese bhi krke,negative
8452,,negative
8453,nahi hum sanatani ko aise gande jagah puja nhi karni chahiye wo muslim toilet bhi jake nawaaz padh sakte,negative
8454,islam curse humanity ek saal ka buddha saal ki bachhi se shadi kar rah,negative
8455,hindu dharam pyar se apnaya jata h muslim dharam jabardasti,negative
8456,moulana ko chahye k aise murtad qafir shaitan se door raheaap log inhe badhava dete hai awr medium wale khush hote hai,negative
8457,koi hindustani musalman par nahi bolega france kuch hoga yaha pradarshan karega,negative
8458,jisko allah par bharosa nahin hoga uske sath yahi hoga,negative
8459,moharam jo tum log talwar chaku leke kyu jate ho,negative
8460,islam kq jannat mujhe nhi chahiyejaha pornography chaltq ho,negative
8461,abe sale ham islam indonesia se nahi faila islam arab se faila indonesia ke log mante ham kya kare hamare ideal hamre nabi ham khandani pathan,negative
8462,madam,negative
8463,,negative
8464,aapne bible study thik se ki nahi lagti aapne phd ki baat par ki aapko kuch bhi nahi pata yeshu ke baareme aapne sachhe khuda ki chodke bahut badi bhul kiaapko jesus maaf karo,negative
8465,dil dukh ta hain owesi tumhara jo sahi hain,negative
8466,,negative
8467,inki sadiyal jaahil jannat inko hi mubarak muze nh jaana aisi jagah jo kisi ko pata nh kaha h kya hai kaisi h mere bhagwaan ne ye duniya hi banai swarg aur kaha yahi jannat h aur kahin nh bhai jeene ka socho aur jannat ke maze lo marne baad kya h kisi ko nh pata aise dogle religion se door rhe jo jeene ki nh marne ke baad ki kalpanik cheezon maar kaat krte h,negative
8468,dovalji told pakistan ghuske marenge jaiye pakistan ghuske mariye,negative
8469,mulle ke pas jawab nhi hai baat se plat rha hai,negative
8470,namaaj sirf eid ke din majburi hoti hai lekin puja janbuchker bahar ki jati hai,negative
8471,ye log sex karate karate bhi bolate hai allah allah,negative
8472,muharram p mulle kyu hatiyar rkhte h hath,negative
8473,e par molana ko kha sa iutha ka laya ho,negative
8474,ab muje patha chala log islam kyu chod rahe hai aur exmuslim logo tezi se bad rahe hai,negative
8475,,negative
8476,apne mulsman le ke jao aur humare hindu india bhej,negative
8477,,negative
8478,,negative
8479,kisne roka pooj karo namaz padhenge road pe,negative
8480,kerla kashmir story gaddar muslman kiy kartethe humare pandit ke sath,negative
8481,lanat ho tum pe allah se bagawat kar ke khus rah loge tum log tum logo ke sat aysa hi hona chaye bahot acchi huwa hai,negative
8482,muslim lady deside hoor hindu independans kyo bakari ki tarah jee rahi ho bahar nikalo fir dekho kitana maza aayega jay shree raam,negative
8483,,negative
8484,khatam kr pak ko bharat k mulo ko b b jung ka ye kaam kr dijye baki hmlog samj lenge,negative
8485,jo islam ka nhi wo kisi kaam ka nhi,negative
8486,uske baat se yeh laga ki wo maulana ke pas jabab nahi hai aur dusri baat yeh hai ki maulana ki baat katne keliye islam ki jankari honi chahiye aur yeh ek muslim ki siva dusri ki pas nahi hota aur jab tak ek muslim islam par varosa rakhega tab tak islam ke bure side ke bare nahi bolenge yeh maulana ko jankari honi chahiye tha aur maulana ke pas jabab nahi jagra karna suru kar diya tha,negative
8487,poori qainat ke baap baap adam alissalam hai samajh gaye,negative
8488,kidhar se pakad ke laye iss gunde jeelani ko ekdum gundo wali tone aur baatein hai,negative
8489,kahin owaisi ka naam kishan lal ji nahin kya pata aurangzeb ne convert kar diya ho talwar ke dar se salwar pahani ho,negative
8490,puri baat suna deta owasi ki,negative
8491,jisne alla ko dekha nahi use ye suar bhagwan mantedharm ke nam pe land karnewale ka dharm nahi ye atanki hai sale dogle,negative
8492,,negative
8493,,negative
8494,yehi kro musalman ke sath bhi fir hindustaan,negative
8495,sara hindu akhow jaow musulman ka saath sara samandha lanadena bhapar dhanda karobaar koie vee trading hamasa kaliye bandh kara lakin desh ki bahar karshakta hai jay hind,negative
8496,,negative
8497,aunty apane saal main kya bible padha salvation huva nahi apka isliye aise baat kar rahi ho jesus apki ankhen khole de,negative
8498,yahi toe dekh ke samne walon ki fathti hai humlogon fatwane ka koi soak nhi hai,negative
8499,mulle gi karte h dange obc,negative
8500,,negative
8501,sura aayat allah ger muslim ka dushama hai sura aayat ger muslim ko dosat na banao sura aayat ger muslim se tab tak yudh karo jab tak ki allah ka deen kayam na ho jaye ye h quran ki eduecation yani quran hi terrorism ki jad hai na,negative
8502,maulana ke pa koi jawab nahi hai,negative
8503,inkho kabi sanmatee nahi annya walee yah kawal ferkee layy rahha hai sachhi nahi battyaga jahaleyati hai yah kabi saach nahi bolgaa baki sab kaffir hai dojak mayy jayaga humkho dozak ac dayy doo kalma padh karr humkho jannat nahi chiaya hum password nahi bolangya nahi padhna kalma jai vc shri ram jai kala harr haar mahadev jaha hamarya ram hum rahyagya unki chrno mayy maree jannat hai jaha mahadev hai whachi maree jannat swarg hai yah mullya juttya jahaltee madarasschap gadhya hai jannya doo inn gadhya jahil madarascham kattmullo kho jannat mayy jannya doi,negative
8504,islam naam ka koye metirial nahi sanathan ki khoun se nikla jihadi gang haimona hindustani,negative
8505,lawada allah tum jab karo jannat milegi jab tum tukade karate ho tab kaha chal gaye aaya gayan dene pahalle khud ke gireban jhak ke dekh gir aana gyan dene,negative
8506,,negative
8507,,negative
8508,aisa hi hona chahye islam gandagi nahi rakhta ab deen duniya dono barbar kiya,negative
8509,ju allah ku bholgaya allah usku bhol gaya jaisa karuge waisa bharuge koun behan ki ke behan,negative
8510,apko topic aur sameer pe baat karne ke liye mufti yasir nadeem al wajidi ko contract karna chahiyejilani sahab acche sahi aur sacche hain bus mahir nahi feild ke shayad,negative
8511,shiv hi satya hai shiv hi alla haishiv bhagwan hai,negative
8512,duniya ke sabhi muslimo ke purvaj hindu ya alag alag dharm ke log hi hai kiuki islam growth depending conversion,negative
8513,ab bhol se bi ap log islam nahi aana wapas se kyun ki tum jeise ke wajha se dusre ladkiya kharab ho rahi hai,negative
8514,,negative
8515,koi bhi muslim poori debet nahi kar paata,negative
8516,,negative
8517,bhai hamare purwaz muslmaan hi lagta hai yogi ke dimaag bhoonsh bhara hai adam duniya sabse pehla aaye jo muslim tab hindu ke poorwaz muslamaan huye,negative
8518,yeh isi layak hai inke sath aisa hi hona chahiye kisi dhram ki ho allah jasi ladkiyon hifazat farmaye asi ladkiyan allah kisi bhi muslim ko naa de apne mahboob ke sadke ameen,negative
8519,musalmanon ke purvaj hazrat aadam ali salam hai,negative
8520,jab yaha muslim utarte hai sadko par wo dangaayi ban jaate hai,negative
8521,jannat dharm se nehin karma se milta hai karma achhe karo dharm ke naam par inshaan ko maat kato miya muslimism teach hatred killing teaching curse peaceful earth,negative
8522,bahi chutiya ho kiya puja saf jaga hoti hai upar se ye namaz hai ye gatar mai bhi kar sak te hai,negative
8523,always maulana jalebi bana raha hai,negative
8524,abe ki baat na bakwas raha hai ye,negative
8525,muslim ko education ko advance krna chiye,negative
8526,ab batao ki desh bharat aya pakistan jana log pasand karega agar bharat mai daar lagta hai pakistan janay ki tayari karo,negative
8527,sare apne hi bal bache hai b unka kata ja rha hai,negative
8528,duniya sabse ghatiya muslim bharat pakistan ka h,negative
8529,oic,negative
8530,muslim log ka dabdaba hai india,negative
8531,musalman namaz padhthe hai hindu pooja compare,negative
8532,dam h muslimo ko maro sokh sikha ham kisi se kam nahi tum ek maroge ham marenge,negative
8533,inka ba chale ye log hangne wali jagah namaaj kar le,negative
8534,maulana kie mc gai g mei bawasheer ka dard hai muh sei galeez tapak rahi hai,negative
8535,aap etni shalinta se prashn uthati hain fir bhi maulana javab dene ke bajay answer ka jalebi banane lagate hai esase espasht hai ki kuran hadis ki en aayto ka maulanavon ke pa javab hi nahi,negative
8536,maulana ashraf gilani sirf confusion paida krte hai,negative
8537,kisi phadelikhe islamic scholar ko debate may bulawo ye moulana dusre pakch ke taraf se hi aaye hain,negative
8538,samere vai muslim mi apna si ki talan tldyna chata noie vai thopa wala por man old man thopa eala kam noe hie,negative
8539,india muslim ka etna power train road rouk kar namaj pada ja rahe hey government muslim ka aage lachar aagar hindu eisa harkat karta though congress secular bahurupia government sab ek sath hokar hindu ka halat tight kar deta,negative
8540,bhai namaz ham sirf ek din padte hai wo b eid ya phir juma k dinmasjid full hine k baad tum log jo karte ho ganesh din ka bithate ho road pe maata laxmi ki murti bithate ho din road pe holi road pe khelte ho diwali road pe manate ho jab humko koi aitraz nai h phir aap logoun ko kyu h bhai chutiye ho kya tum log,negative
8541,bhai road pe namaz padh isliye rahe honge kyunki syd jagah nahi hoga masjid thoda compromise kijiye,negative
8542,ashraf ko terrorist declare karo aur uapa lagaao,negative
8543,bihari muslim logo ke hath katora dedo taaki hum hindu se bhik maang sake inke chutado train chali jaayegi,negative
8544,maulana thum kya asman sye uthre hoo sameer insan nahi hay,negative
8545,,negative
8546,,negative
8547,ham na hi samajhte hai islaam ko na hi samajna chahte hai kyu ki jisne pada read kiya usko samjha usne bhi chodd diya islaam ko jai hind sameer bhai,negative
8548,burkha gadde giroge jabran,negative
8549,exmuslim laughing loud koi bhi musalman kabhi ex nahi hota ye yaad rakho,negative
8550,,negative
8551,isnay bht sara paisa liya hai bht sara muslin hi hai ye,negative
8552,sirf ke mulana hain lalchi,negative
8553,,negative
8554,,negative
8555,,negative
8556,,negative
8557,ye maulana kaise kahata hai ki quran sab ke liye najil huee hai kya quran ke najil hone ke samay sari duniya arbi bhasha ka prachalan tha quran toh allah aur usake navi ke siva kisi aur devi devata ki puja ibadat se rokata hai kya quran lakh paigambar se sirf sau pagambar ka naam dikha sakata hai kya quran hindu baudh jain majahab ke paigambar ka naam hai tab quran sab ke liye kaise najil huaa mana jaay,negative
8558,ex muslim mrane ke baad shamsan,negative
8559,,negative
8560,mene itne sare debate dekhe aaj tak ekk single momin nahi aaya jo ex muslim ke sawalo ka tark pe jawab de sake jab kuch nahi hota bhokne lagte mujhe nahi pta tha muslim molana kuch bhi knowledge nahi rakhte sirf bakwas karte,negative
8561,ab bhi jb koi jnm leta h vo hindu hi hota h usko bad muslman bnaya jata h jb uski sunnt krte h,negative
8562,shai pela maulana ne dono ko maza agaya,negative
8563,scahme ye indian mai jo muslim hai converted hai aur chuthiya bhi haath kangan ko aarsi kya pade likhe ko faarsi kya,negative
8564,bharti nata kaya kar rahay sap sugaya kay modi say sab dartya mulo ko dara,negative
8565,ham musalman ke poorvaj hindoo nhi hai,negative
8566,malum nhi kaha se aise logo ko pakad kr late ho,negative
8567,ha bhai toh islam konsa imandar hain biwiyan karte ho talak dete ho aur unko bache ki factory banate ho,negative
8568,abe saale tu kai ko bakra humko suna jhuthi news bataye sala,negative
8569,medam je aapke saath nastik ex muslim jise tum bta rhi phli baat ye devet bethne layk nhi kyoki ye yebhi bolta ki eswer hi nhi kya e baat ko hindu mante ki eswer nhi btao molana se kya baat krti ho hmare samne betao e pagel ex muslim ko hum dege esko esa jwab ki eski rooh nikl jayegi eske jism se ex muslim pagel dimag se pedl kyoki ye eswer ko nhi mante muje hindu sikh esayi ye bta de ki eswer ki nhi jbki ex muslim bolte eswer hi nhi baat jjnt wali medam jnti hone ke liye muslman hona hi kafi nhi kuran ke hisab se jindgi gujarna kuran ki saari jitni baate unko fohlo krna jruri eskho smjne ke liye dimag ki jroort jo islam ke alawa kisi drhm walo ya nastiko nhi ex muslim bho bnta jo setan ke bhkawe aajata allah kudh ese estane ke bhkawe aane wale logo ko islam se bhar nikal deta,negative
8570,lootere gang ko buri lag gyi ye kabile ke sarder te jinhone lotne ke liye niyam banaye jo age cal ker majhab ban gaya,negative
